"State...1","County","Average Income","Percent_COPD","Male 18-44","Male 45-64","Male 65+","Female 18-44","Female 45-64","Female 65+","Poverty","Encoded_Poverty","Unemployed","State...22","Area_Name","Male_Total","Female_Total","AQI","Average_Income","Income_Level","Unemployed_Level"
"Kansas","Cherokee",57674,7.5,6,10.3,15.1,7.1,11.6,16.4,840,"Very Low",28,"KS","Cherokee County, KS",31.4,35.1,55.497515219,57674,"Medium","Very Low"
"Kansas","Cheyenne",41423,7.2,6,10.3,15.1,7.1,11.6,16.4,257,"Very Low",23,"KS","Cheyenne County, KS",31.4,35.1,55.497515219,41423,"Medium","Very Low"
"Kansas","Clark",47248,6,6,10.3,15.1,7.1,11.6,16.4,3294,"Low",169,"KS","Clark County, KS",31.4,35.1,55.497515219,47248,"Medium","Very Low"
"Kansas","Clay",55686,6.1,6,10.3,15.1,7.1,11.6,16.4,145,"Very Low",156,"KS","Clay County, KS",31.4,35.1,55.497515219,55686,"Medium","Very Low"
"Kansas","Cloud",57388,7,6,10.3,15.1,7.1,11.6,16.4,6637,"Low",203,"KS","Cloud County, KS",31.4,35.1,55.497515219,57388,"Medium","Very Low"
"Kansas","Coffey",47226,6.4,6,10.3,15.1,7.1,11.6,16.4,320,"Very Low",29,"KS","Coffey County, KS",31.4,35.1,55.497515219,47226,"Medium","Very Low"
"Kansas","Comanche",44388,5.7,6,10.3,15.1,7.1,11.6,16.4,1142,"Low",1098,"KS","Comanche County, KS",31.4,35.1,55.497515219,44388,"Medium","Moderate"
"Kansas","Cowley",57129,7.1,6,10.3,15.1,7.1,11.6,16.4,237,"Very Low",1045,"KS","Cowley County, KS",31.4,35.1,55.497515219,57129,"Medium","Moderate"
"Kansas","Crawford",46115,7.2,6,10.3,15.1,7.1,11.6,16.4,4223,"Low",44,"KS","Crawford County, KS",31.4,35.1,55.497515219,46115,"Medium","Very Low"
"Kansas","Decatur",41969,6.4,6,10.3,15.1,7.1,11.6,16.4,2535,"Low",426,"KS","Decatur County, KS",31.4,35.1,55.497515219,41969,"Medium","Low"
"Kansas","Dickinson",43056,6,6,10.3,15.1,7.1,11.6,16.4,1166,"Low",191,"KS","Dickinson County, KS",31.4,35.1,55.497515219,43056,"Medium","Very Low"
"Kansas","Doniphan",54034,7.1,6,10.3,15.1,7.1,11.6,16.4,1043,"Low",3828,"KS","Doniphan County, KS",31.4,35.1,55.497515219,54034,"Medium","High"
"Kansas","Douglas",46165,5.6,6,10.3,15.1,7.1,11.6,16.4,379,"Very Low",43,"KS","Douglas County, KS",31.4,35.1,55.497515219,46165,"Medium","Very Low"
"Kansas","Edwards",46521,6.7,6,10.3,15.1,7.1,11.6,16.4,2440,"Low",57,"KS","Edwards County, KS",31.4,35.1,55.497515219,46521,"Medium","Very Low"
"Kansas","Elk",48676,8.1,6,10.3,15.1,7.1,11.6,16.4,568,"Very Low",577,"KS","Elk County, KS",31.4,35.1,55.497515219,48676,"Medium","Low"
"Kansas","Ellis",60719,6.2,6,10.3,15.1,7.1,11.6,16.4,4784,"Low",84,"KS","Ellis County, KS",31.4,35.1,55.497515219,60719,"High","Very Low"
"Kansas","Ellsworth",40883,6.5,6,10.3,15.1,7.1,11.6,16.4,573,"Very Low",683,"KS","Ellsworth County, KS",31.4,35.1,55.497515219,40883,"Medium","Low"
"Kansas","Finney",50940,6.4,6,10.3,15.1,7.1,11.6,16.4,295,"Very Low",568,"KS","Finney County, KS",31.4,35.1,55.497515219,50940,"Medium","Low"
"Kansas","Ford",44864,6.5,6,10.3,15.1,7.1,11.6,16.4,840,"Very Low",765,"KS","Ford County, KS",31.4,35.1,55.592903549,44864,"Medium","Low"
"Kansas","Franklin",45041,6.4,6,10.3,15.1,7.1,11.6,16.4,2288,"Low",818,"KS","Franklin County, KS",31.4,35.1,55.497515219,45041,"Medium","Moderate"
"Kansas","Geary",44324,6.8,6,10.3,15.1,7.1,11.6,16.4,252,"Very Low",38,"KS","Geary County, KS",31.4,35.1,55.497515219,44324,"Medium","Very Low"
"Kansas","Gove",46103,6.2,6,10.3,15.1,7.1,11.6,16.4,584,"Very Low",51,"KS","Gove County, KS",31.4,35.1,55.497515219,46103,"Medium","Very Low"
"Kansas","Graham",47866,7.1,6,10.3,15.1,7.1,11.6,16.4,1576,"Low",125,"KS","Graham County, KS",31.4,35.1,55.497515219,47866,"Medium","Very Low"
"Kansas","Grant",64608,5.6,6,10.3,15.1,7.1,11.6,16.4,410,"Very Low",70,"KS","Grant County, KS",31.4,35.1,55.497515219,64608,"High","Very Low"
"Kansas","Gray",54595,6.1,6,10.3,15.1,7.1,11.6,16.4,616,"Very Low",14,"KS","Gray County, KS",31.4,35.1,55.497515219,54595,"Medium","Very Low"
"Kansas","Greeley",44558,6,6,10.3,15.1,7.1,11.6,16.4,782,"Very Low",164,"KS","Greeley County, KS",31.4,35.1,55.497515219,44558,"Medium","Very Low"
"Kansas","Greenwood",66495,7.1,6,10.3,15.1,7.1,11.6,16.4,569,"Very Low",26,"KS","Greenwood County, KS",31.4,35.1,55.497515219,66495,"High","Very Low"
"Kansas","Hamilton",86809,6.5,6,10.3,15.1,7.1,11.6,16.4,2049,"Low",122,"KS","Hamilton County, KS",31.4,35.1,55.497515219,86809,"High","Very Low"
"Kansas","Harper",46327,7.8,6,10.3,15.1,7.1,11.6,16.4,1027,"Low",894,"KS","Harper County, KS",31.4,35.1,55.497515219,46327,"Medium","Moderate"
"Kansas","Harvey",75761,6,6,10.3,15.1,7.1,11.6,16.4,288,"Very Low",51,"KS","Harvey County, KS",31.4,35.1,55.497515219,75761,"High","Very Low"
"Kansas","Haskell",56357,7.2,6,10.3,15.1,7.1,11.6,16.4,7654,"Low",26,"KS","Haskell County, KS",31.4,35.1,55.497515219,56357,"Medium","Very Low"
"Kansas","Hodgeman",47458,5.7,6,10.3,15.1,7.1,11.6,16.4,509,"Very Low",389,"KS","Hodgeman County, KS",31.4,35.1,55.497515219,47458,"Medium","Low"
"Kansas","Jackson",66122,6.4,6,10.3,15.1,7.1,11.6,16.4,1125,"Low",495,"KS","Jackson County, KS",31.4,35.1,55.497515219,66122,"High","Low"
"Kansas","Jefferson",65243,5.8,6,10.3,15.1,7.1,11.6,16.4,11134,"Medium",37,"KS","Jefferson County, KS",31.4,35.1,55.497515219,65243,"High","Very Low"
"Kansas","Jewell",46818,7.4,6,10.3,15.1,7.1,11.6,16.4,475,"Very Low",17314,"KS","Jewell County, KS",31.4,35.1,55.497515219,46818,"Medium","Very High"
"Kansas","Johnson",50114,4.2,6,10.3,15.1,7.1,11.6,16.4,379,"Very Low",51,"KS","Johnson County, KS",31.4,35.1,48.690940064,50114,"Medium","Very Low"
"Kansas","Kearny",55310,7.3,6,10.3,15.1,7.1,11.6,16.4,961,"Very Low",173,"KS","Kearny County, KS",31.4,35.1,55.497515219,55310,"Medium","Very Low"
"Kansas","Kingman",79088,6.2,6,10.3,15.1,7.1,11.6,16.4,6764,"Low",39,"KS","Kingman County, KS",31.4,35.1,55.497515219,79088,"High","Very Low"
"Kansas","Kiowa",58493,6.1,6,10.3,15.1,7.1,11.6,16.4,362,"Very Low",544,"KS","Kiowa County, KS",31.4,35.1,55.497515219,58493,"Medium","Low"
"Kansas","Labette",48941,7.3,6,10.3,15.1,7.1,11.6,16.4,68690,"High",22,"KS","Labette County, KS",31.4,35.1,55.497515219,48941,"Medium","Very Low"
"Kansas","Lane",51374,6.1,6,10.3,15.1,7.1,11.6,16.4,2899,"Low",2133,"KS","Lane County, KS",31.4,35.1,55.497515219,51374,"Medium","Moderate"
"Kansas","Leavenworth",45584,5.5,6,10.3,15.1,7.1,11.6,16.4,25426,"Medium",50,"KS","Leavenworth County, KS",31.4,35.1,55.5007215,45584,"Medium","Very Low"
"Kansas","Lincoln",73604,6.6,6,10.3,15.1,7.1,11.6,16.4,272,"Very Low",312,"KS","Lincoln County, KS",31.4,35.1,55.497515219,73604,"High","Low"
"Kansas","Linn",46924,6.9,6,10.3,15.1,7.1,11.6,16.4,777,"Very Low",38,"KS","Linn County, KS",31.4,35.1,55.497515219,46924,"Medium","Very Low"
"Kansas","Logan",52705,6.5,6,10.3,15.1,7.1,11.6,16.4,425,"Very Low",775,"KS","Logan County, KS",31.4,35.1,55.497515219,52705,"Medium","Moderate"
"Kansas","Lyon",45412,6.7,6,10.3,15.1,7.1,11.6,16.4,489,"Very Low",584,"KS","Lyon County, KS",31.4,35.1,55.497515219,45412,"Medium","Low"
"Kansas","McPherson",59476,5.9,6,10.3,15.1,7.1,11.6,16.4,217,"Very Low",240,"KS","McPherson County, KS",31.4,35.1,55.497515219,59476,"Medium","Very Low"
"Kansas","Marion",44176,6.3,6,10.3,15.1,7.1,11.6,16.4,521,"Very Low",167,"KS","Marion County, KS",31.4,35.1,55.497515219,44176,"Medium","Very Low"
"Kansas","Marshall",54911,6.7,6,10.3,15.1,7.1,11.6,16.4,2694,"Low",59,"KS","Marshall County, KS",31.4,35.1,55.497515219,54911,"Medium","Very Low"
"Kansas","Meade",46345,6.6,6,10.3,15.1,7.1,11.6,16.4,651,"Very Low",879,"KS","Meade County, KS",31.4,35.1,55.497515219,46345,"Medium","Moderate"
"Kansas","Miami",47599,5.3,6,10.3,15.1,7.1,11.6,16.4,286,"Very Low",90,"KS","Miami County, KS",31.4,35.1,55.497515219,47599,"Medium","Very Low"
"Kansas","Mitchell",67492,6.4,6,10.3,15.1,7.1,11.6,16.4,530,"Very Low",1094,"KS","Mitchell County, KS",31.4,35.1,55.497515219,67492,"High","Moderate"
"Kansas","Montgomery",54189,7.5,6,10.3,15.1,7.1,11.6,16.4,185,"Very Low",121,"KS","Montgomery County, KS",31.4,35.1,55.497515219,54189,"Medium","Very Low"
"Kansas","Morris",69152,6.4,6,10.3,15.1,7.1,11.6,16.4,536,"Very Low",34,"KS","Morris County, KS",31.4,35.1,55.497515219,69152,"High","Very Low"
"Kansas","Morton",40393,6.6,6,10.3,15.1,7.1,11.6,16.4,231,"Very Low",157,"KS","Morton County, KS",31.4,35.1,55.497515219,40393,"Medium","Very Low"
"Kansas","Nemaha",50099,5.9,6,10.3,15.1,7.1,11.6,16.4,1429,"Low",397,"KS","Nemaha County, KS",31.4,35.1,55.497515219,50099,"Medium","Low"
"Kansas","Neosho",48720,6.9,6,10.3,15.1,7.1,11.6,16.4,432,"Very Low",46,"KS","Neosho County, KS",31.4,35.1,62.94318111,48720,"Medium","Very Low"
"Kansas","Ness",58366,6.1,6,10.3,15.1,7.1,11.6,16.4,27959,"Medium",68,"KS","Ness County, KS",31.4,35.1,55.497515219,58366,"Medium","Very Low"
"Kansas","Norton",43760,6.2,6,10.3,15.1,7.1,11.6,16.4,4237,"Low",407,"KS","Norton County, KS",31.4,35.1,55.497515219,43760,"Medium","Low"
"Kansas","Osage",60930,6.5,6,10.3,15.1,7.1,11.6,16.4,3516,"Low",54,"KS","Osage County, KS",31.4,35.1,55.497515219,60930,"High","Very Low"
"Kansas","Osborne",48640,6.6,6,10.3,15.1,7.1,11.6,16.4,2144,"Low",123,"KS","Osborne County, KS",31.4,35.1,55.497515219,48640,"Medium","Very Low"
"Kansas","Ottawa",46897,6.7,6,10.3,15.1,7.1,11.6,16.4,1095,"Low",103,"KS","Ottawa County, KS",31.4,35.1,55.497515219,46897,"Medium","Very Low"
"Kansas","Pawnee",51456,6.6,6,10.3,15.1,7.1,11.6,16.4,8455,"Low",88,"KS","Pawnee County, KS",31.4,35.1,55.497515219,51456,"Medium","Very Low"
"Kansas","Phillips",46289,6.7,6,10.3,15.1,7.1,11.6,16.4,2600,"Low",506,"KS","Phillips County, KS",31.4,35.1,55.497515219,46289,"Medium","Low"
"Kansas","Pottawatomie",45689,5.5,6,10.3,15.1,7.1,11.6,16.4,7388,"Low",175,"KS","Pottawatomie County, KS",31.4,35.1,55.497515219,45689,"Medium","Very Low"
"Kansas","Pratt",57768,6.1,6,10.3,15.1,7.1,11.6,16.4,8664,"Low",39,"KS","Pratt County, KS",31.4,35.1,55.497515219,57768,"Medium","Very Low"
"Kansas","Rawlins",56879,7,6,10.3,15.1,7.1,11.6,16.4,3008,"Low",1619,"KS","Rawlins County, KS",31.4,35.1,55.497515219,56879,"Medium","Moderate"
"Kansas","Reno",52106,6.8,6,10.3,15.1,7.1,11.6,16.4,9672,"Low",75,"KS","Reno County, KS",31.4,35.1,55.497515219,52106,"Medium","Very Low"
"Kansas","Republic",66530,6.5,6,10.3,15.1,7.1,11.6,16.4,4247,"Low",211,"KS","Republic County, KS",31.4,35.1,55.497515219,66530,"High","Very Low"
"Kansas","Rice",45508,6.3,6,10.3,15.1,7.1,11.6,16.4,1241,"Low",1639,"KS","Rice County, KS",31.4,35.1,55.497515219,45508,"Medium","Moderate"
"Kansas","Riley",48158,6.3,6,10.3,15.1,7.1,11.6,16.4,4117,"Low",98,"KS","Riley County, KS",31.4,35.1,55.497515219,48158,"Medium","Very Low"
"Kansas","Rooks",47651,6.4,6,10.3,15.1,7.1,11.6,16.4,3427,"Low",72,"KS","Rooks County, KS",31.4,35.1,55.497515219,47651,"Medium","Very Low"
"Kansas","Rush",45640,6.5,6,10.3,15.1,7.1,11.6,16.4,9146,"Low",137,"KS","Rush County, KS",31.4,35.1,55.497515219,45640,"Medium","Very Low"
"Kansas","Russell",46030,6.8,6,10.3,15.1,7.1,11.6,16.4,2203,"Low",1606,"KS","Russell County, KS",31.4,35.1,55.497515219,46030,"Medium","Moderate"
"Kansas","Saline",57665,6.1,6,10.3,15.1,7.1,11.6,16.4,2001,"Low",68,"KS","Saline County, KS",31.4,35.1,55.497515219,57665,"Medium","Very Low"
"Kansas","Scott",50134,7.2,6,10.3,15.1,7.1,11.6,16.4,5792,"Low",22712,"KS","Scott County, KS",31.4,35.1,55.497515219,50134,"Medium","Very High"
"Kansas","Sedgwick",51212,5.8,6,10.3,15.1,7.1,11.6,16.4,10009,"Medium",413,"KS","Sedgwick County, KS",31.4,35.1,60.52160726,51212,"Medium","Low"
"Kansas","Seward",59967,6.6,6,10.3,15.1,7.1,11.6,16.4,738,"Very Low",5324,"KS","Seward County, KS",31.4,35.1,55.497515219,59967,"Medium","High"
"Kansas","Shawnee",53098,6.2,6,10.3,15.1,7.1,11.6,16.4,1890,"Low",34,"KS","Shawnee County, KS",31.4,35.1,51.91006835,53098,"Medium","Very Low"
"Kansas","Sheridan",42190,5.7,6,10.3,15.1,7.1,11.6,16.4,6592,"Low",95,"KS","Sheridan County, KS",31.4,35.1,55.497515219,42190,"Medium","Very Low"
"Kansas","Sherman",50511,6.4,6,10.3,15.1,7.1,11.6,16.4,3188,"Low",52,"KS","Sherman County, KS",31.4,35.1,49.100952549,50511,"Medium","Very Low"
"Kansas","Smith",57053,6.2,6,10.3,15.1,7.1,11.6,16.4,11046,"Medium",73,"KS","Smith County, KS",31.4,35.1,55.497515219,57053,"Medium","Very Low"
"Kansas","Stafford",49553,6.5,6,10.3,15.1,7.1,11.6,16.4,4202,"Low",24,"KS","Stafford County, KS",31.4,35.1,55.497515219,49553,"Medium","Very Low"
"Kansas","Stanton",55927,7,6,10.3,15.1,7.1,11.6,16.4,6660,"Low",76,"KS","Stanton County, KS",31.4,35.1,55.497515219,55927,"Medium","Very Low"
"Kansas","Stevens",49755,6.9,6,10.3,15.1,7.1,11.6,16.4,2071,"Low",894,"KS","Stevens County, KS",31.4,35.1,55.497515219,49755,"Medium","Moderate"
"Kansas","Sumner",84155,6.5,6,10.3,15.1,7.1,11.6,16.4,1654,"Low",116,"KS","Sumner County, KS",31.4,35.1,60.104796057,84155,"High","Very Low"
"Kansas","Thomas",50025,6.2,6,10.3,15.1,7.1,11.6,16.4,1308,"Low",50,"KS","Thomas County, KS",31.4,35.1,55.497515219,50025,"Medium","Very Low"
"Kansas","Trego",43866,6,6,10.3,15.1,7.1,11.6,16.4,13621,"Medium",152,"KS","Trego County, KS",31.4,35.1,43.9768532,43866,"Medium","Very Low"
"Kansas","Wabaunsee",49970,5.6,6,10.3,15.1,7.1,11.6,16.4,2237,"Low",17,"KS","Wabaunsee County, KS",31.4,35.1,55.497515219,49970,"Medium","Very Low"
"Kansas","Wallace",56100,6.1,6,10.3,15.1,7.1,11.6,16.4,1697,"Low",73,"KS","Wallace County, KS",31.4,35.1,55.497515219,56100,"Medium","Very Low"
"Kansas","Washington",53796,6.4,6,10.3,15.1,7.1,11.6,16.4,3148,"Low",24,"KS","Washington County, KS",31.4,35.1,55.497515219,53796,"Medium","Very Low"
"Kansas","Wichita",60126,6.1,6,10.3,15.1,7.1,11.6,16.4,45319,"Medium",305,"KS","Wichita County, KS",31.4,35.1,55.497515219,60126,"High","Low"
"Kansas","Wilson",52862,7.5,6,10.3,15.1,7.1,11.6,16.4,2639,"Low",94,"KS","Wilson County, KS",31.4,35.1,55.497515219,52862,"Medium","Very Low"
"Kansas","Woodson",60209,7,6,10.3,15.1,7.1,11.6,16.4,9775,"Low",6164,"KS","Woodson County, KS",31.4,35.1,55.497515219,60209,"High","High"
"Kansas","Wyandotte",45033,7.3,6,10.3,15.1,7.1,11.6,16.4,6670,"Low",3024,NA,NA,31.4,35.1,66.633128531,45033,"Medium","High"
"Kentucky","Adair",42827,9.8,6,10.3,15.1,7.1,11.6,16.4,1415,"Low",469,"KY","Adair County, KY",31.4,35.1,49.501324153,42827,"Medium","Low"
"Kentucky","Allen",36191,9.7,6,10.3,15.1,7.1,11.6,16.4,1280,"Low",698,"KY","Allen County, KY",31.4,35.1,49.501324153,36191,"Medium","Low"
"Kentucky","Anderson",37567,8,6,10.3,15.1,7.1,11.6,16.4,2492,"Low",212,"KY","Anderson County, KY",31.4,35.1,49.501324153,37567,"Medium","Very Low"
"Kentucky","Ballard",37202,9.3,6,10.3,15.1,7.1,11.6,16.4,3149,"Low",1332,"KY","Ballard County, KY",31.4,35.1,49.501324153,37202,"Medium","Moderate"
"Kentucky","Barren",41572,10.5,6,10.3,15.1,7.1,11.6,16.4,5859,"Low",368,"KY","Barren County, KY",31.4,35.1,49.501324153,41572,"Medium","Low"
"Kentucky","Bath",44472,10.4,6,10.3,15.1,7.1,11.6,16.4,4672,"Low",622,"KY","Bath County, KY",31.4,35.1,49.501324153,44472,"Medium","Low"
"Kentucky","Bell",40063,13.3,6,10.3,15.1,7.1,11.6,16.4,2179,"Low",3714,"KY","Bell County, KY",31.4,35.1,50.42197313,40063,"Medium","High"
"Kentucky","Boone",34438,6.5,6,10.3,15.1,7.1,11.6,16.4,5124,"Low",548,"KY","Boone County, KY",31.4,35.1,49.50299428,34438,"Medium","Low"
"Kentucky","Bourbon",36979,8.8,6,10.3,15.1,7.1,11.6,16.4,1135,"Low",1423,"KY","Bourbon County, KY",31.4,35.1,49.501324153,36979,"Medium","Moderate"
"Kentucky","Boyd",53533,9.3,6,10.3,15.1,7.1,11.6,16.4,12683,"Medium",897,"KY","Boyd County, KY",31.4,35.1,56.133734482,53533,"Medium","Moderate"
"Kentucky","Boyle",50337,8.3,6,10.3,15.1,7.1,11.6,16.4,8521,"Low",225,"KY","Boyle County, KY",31.4,35.1,49.501324153,50337,"Medium","Very Low"
"Kentucky","Bracken",42757,10,6,10.3,15.1,7.1,11.6,16.4,2644,"Low",326,"KY","Bracken County, KY",31.4,35.1,49.501324153,42757,"Medium","Low"
"Kentucky","Breathitt",42176,12.3,6,10.3,15.1,7.1,11.6,16.4,3911,"Low",555,"KY","Breathitt County, KY",31.4,35.1,49.501324153,42176,"Medium","Low"
"Kentucky","Breckinridge",41801,10,6,10.3,15.1,7.1,11.6,16.4,5388,"Low",2626,"KY","Breckinridge County, KY",31.4,35.1,49.501324153,41801,"Medium","High"
"Kentucky","Bullitt",34940,8.1,6,10.3,15.1,7.1,11.6,16.4,2167,"Low",333,"KY","Bullitt County, KY",31.4,35.1,49.50363803,34940,"Medium","Low"
"Kentucky","Butler",38155,10.1,6,10.3,15.1,7.1,11.6,16.4,782,"Very Low",334,"KY","Butler County, KY",31.4,35.1,49.501324153,38155,"Medium","Low"
"Kentucky","Caldwell",46371,9.4,6,10.3,15.1,7.1,11.6,16.4,8164,"Low",1077,"KY","Caldwell County, KY",31.4,35.1,49.501324153,46371,"Medium","Moderate"
"Kentucky","Calloway",39207,8.7,6,10.3,15.1,7.1,11.6,16.4,3237,"Low",2677,"KY","Calloway County, KY",31.4,35.1,49.501324153,39207,"Medium","High"
"Kentucky","Campbell",40285,7,6,10.3,15.1,7.1,11.6,16.4,110325,"High",98,"KY","Campbell County, KY",31.4,35.1,45.600346966,40285,"Medium","Very Low"
"Kentucky","Carlisle",42030,10.7,6,10.3,15.1,7.1,11.6,16.4,7179,"Low",305,"KY","Carlisle County, KY",31.4,35.1,49.501324153,42030,"Medium","Low"
"Kentucky","Carroll",54457,10.7,6,10.3,15.1,7.1,11.6,16.4,5326,"Low",894,"KY","Carroll County, KY",31.4,35.1,49.501324153,54457,"Medium","Moderate"
"Kentucky","Carter",46119,11.7,6,10.3,15.1,7.1,11.6,16.4,21038,"Medium",404,"KY","Carter County, KY",31.4,35.1,41.858989139,46119,"Medium","Low"
"Kentucky","Casey",41046,12.5,6,10.3,15.1,7.1,11.6,16.4,4303,"Low",1904,"KY","Casey County, KY",31.4,35.1,49.501324153,41046,"Medium","Moderate"
"Kentucky","Christian",35782,9.6,6,10.3,15.1,7.1,11.6,16.4,10263,"Medium",1081,"KY","Christian County, KY",31.4,35.1,49.313198554,35782,"Medium","Moderate"
"Kentucky","Clark",36560,8.4,6,10.3,15.1,7.1,11.6,16.4,2275,"Low",429,"KY","Clark County, KY",31.4,35.1,49.501324153,36560,"Medium","Low"
"Kentucky","Clay",40914,13.7,6,10.3,15.1,7.1,11.6,16.4,12024,"Medium",196,"KY","Clay County, KY",31.4,35.1,49.501324153,40914,"Medium","Very Low"
"Kentucky","Clinton",43653,11.8,6,10.3,15.1,7.1,11.6,16.4,3991,"Low",199,"KY","Clinton County, KY",31.4,35.1,49.501324153,43653,"Medium","Very Low"
"Kentucky","Crittenden",34708,9.8,6,10.3,15.1,7.1,11.6,16.4,2158,"Low",155,"KY","Crittenden County, KY",31.4,35.1,49.501324153,34708,"Medium","Very Low"
"Kentucky","Cumberland",40004,11.4,6,10.3,15.1,7.1,11.6,16.4,2986,"Low",2717,"KY","Cumberland County, KY",31.4,35.1,49.501324153,40004,"Medium","High"
"Kentucky","Daviess",38425,8.4,6,10.3,15.1,7.1,11.6,16.4,6112,"Low",345,"KY","Daviess County, KY",31.4,35.1,49.316799685,38425,"Medium","Low"
"Kentucky","Edmonson",47037,10.5,6,10.3,15.1,7.1,11.6,16.4,2899,"Low",191,"KY","Edmonson County, KY",31.4,35.1,48.36406056,47037,"Medium","Very Low"
"Kentucky","Elliott",46351,11.9,6,10.3,15.1,7.1,11.6,16.4,4637,"Low",379,"KY","Elliott County, KY",31.4,35.1,49.501324153,46351,"Medium","Low"
"Kentucky","Estill",37353,12.2,6,10.3,15.1,7.1,11.6,16.4,1283,"Low",9636,"KY","Estill County, KY",31.4,35.1,49.501324153,37353,"Medium","Very High"
"Kentucky","Fayette",26929,6.8,6,10.3,15.1,7.1,11.6,16.4,4561,"Low",437,"KY","Fayette County, KY",31.4,35.1,43.853828485,26929,"Low","Low"
"Kentucky","Fleming",36666,10.1,6,10.3,15.1,7.1,11.6,16.4,1128,"Low",944,"KY","Fleming County, KY",31.4,35.1,49.501324153,36666,"Medium","Moderate"
"Kentucky","Floyd",55601,12.1,6,10.3,15.1,7.1,11.6,16.4,11491,"Medium",1576,"KY","Floyd County, KY",31.4,35.1,49.501324153,55601,"Medium","Moderate"
"Kentucky","Franklin",38553,7.6,6,10.3,15.1,7.1,11.6,16.4,5122,"Low",128,"KY","Franklin County, KY",31.4,35.1,49.501324153,38553,"Medium","Very Low"
"Kentucky","Fulton",39189,10.9,6,10.3,15.1,7.1,11.6,16.4,1228,"Low",232,"KY","Fulton County, KY",31.4,35.1,49.501324153,39189,"Medium","Very Low"
"Kentucky","Gallatin",45866,9.9,6,10.3,15.1,7.1,11.6,16.4,14628,"Medium",462,"KY","Gallatin County, KY",31.4,35.1,49.501324153,45866,"Medium","Low"
"Kentucky","Garrard",35395,9,6,10.3,15.1,7.1,11.6,16.4,3781,"Low",800,"KY","Garrard County, KY",31.4,35.1,49.501324153,35395,"Medium","Moderate"
"Kentucky","Grant",38876,8.9,6,10.3,15.1,7.1,11.6,16.4,3042,"Low",898,"KY","Grant County, KY",31.4,35.1,49.501324153,38876,"Medium","Moderate"
"Kentucky","Graves",40919,9.4,6,10.3,15.1,7.1,11.6,16.4,4274,"Low",808,"KY","Graves County, KY",31.4,35.1,49.501324153,40919,"Medium","Moderate"
"Kentucky","Grayson",41639,10.9,6,10.3,15.1,7.1,11.6,16.4,3953,"Low",271,"KY","Grayson County, KY",31.4,35.1,49.501324153,41639,"Medium","Very Low"
"Kentucky","Green",43031,11.4,6,10.3,15.1,7.1,11.6,16.4,2846,"Low",1145,"KY","Green County, KY",31.4,35.1,49.501324153,43031,"Medium","Moderate"
"Kentucky","Greenup",39021,8.7,6,10.3,15.1,7.1,11.6,16.4,4421,"Low",227,"KY","Greenup County, KY",31.4,35.1,49.691135735,39021,"Medium","Very Low"
"Kentucky","Hancock",40202,8.9,6,10.3,15.1,7.1,11.6,16.4,1699,"Low",3319,"KY","Hancock County, KY",31.4,35.1,49.50301453,40202,"Medium","High"
"Kentucky","Hardin",44186,7.8,6,10.3,15.1,7.1,11.6,16.4,2910,"Low",748,"KY","Hardin County, KY",31.4,35.1,49.62934269,44186,"Medium","Low"
"Kentucky","Harlan",40996,14.2,6,10.3,15.1,7.1,11.6,16.4,1971,"Low",521,"KY","Harlan County, KY",31.4,35.1,49.501324153,40996,"Medium","Low"
"Kentucky","Harrison",48025,9.2,6,10.3,15.1,7.1,11.6,16.4,2433,"Low",485,"KY","Harrison County, KY",31.4,35.1,49.501324153,48025,"Medium","Low"
"Kentucky","Hart",34123,11.2,6,10.3,15.1,7.1,11.6,16.4,4530,"Low",1246,"KY","Hart County, KY",31.4,35.1,49.501324153,34123,"Medium","Moderate"
"Kentucky","Henderson",41539,8.7,6,10.3,15.1,7.1,11.6,16.4,3138,"Low",453,"KY","Henderson County, KY",31.4,35.1,54.406585108,41539,"Medium","Low"
"Kentucky","Henry",37044,9.7,6,10.3,15.1,7.1,11.6,16.4,6086,"Low",89,"KY","Henry County, KY",31.4,35.1,49.501324153,37044,"Medium","Very Low"
"Kentucky","Hickman",45039,9.7,6,10.3,15.1,7.1,11.6,16.4,4998,"Low",1305,"KY","Hickman County, KY",31.4,35.1,49.501324153,45039,"Medium","Moderate"
"Kentucky","Hopkins",44986,9.7,6,10.3,15.1,7.1,11.6,16.4,1252,"Low",340,"KY","Hopkins County, KY",31.4,35.1,49.501324153,44986,"Medium","Low"
"Kentucky","Jackson",41805,13.6,6,10.3,15.1,7.1,11.6,16.4,3816,"Low",26068,"KY","Jackson County, KY",31.4,35.1,49.501324153,41805,"Medium","Very High"
"Kentucky","Jefferson",42193,7.3,6,10.3,15.1,7.1,11.6,16.4,3118,"Low",1423,"KY","Jefferson County, KY",31.4,35.1,59.258803403,42193,"Medium","Moderate"
"Kentucky","Jessamine",35150,7.8,6,10.3,15.1,7.1,11.6,16.4,1708,"Low",552,"KY","Jessamine County, KY",31.4,35.1,48.780444235,35150,"Medium","Low"
"Kentucky","Johnson",56306,11.1,6,10.3,15.1,7.1,11.6,16.4,1386,"Low",4852,"KY","Johnson County, KY",31.4,35.1,49.501324153,56306,"Medium","High"
"Kentucky","Kenton",51766,7.1,6,10.3,15.1,7.1,11.6,16.4,2146,"Low",356,"KY","Kenton County, KY",31.4,35.1,49.501324153,51766,"Medium","Low"
